Feature 1,Feature 2,Absolute Pearson Correlation
Fwd URG Flags,Bwd Packets/s,0.0004949762004647961
Bwd Packets/s,CWE Flag Count,0.0004949762004647959
Flow IAT Max,Fwd Header Length,0.0004938169085901777
Flow IAT Max,Fwd Header Length.1,0.0004938169085901777
act_data_pkt_fwd,Idle Mean,0.0004889154118673884
Max Packet Length,ACK Flag Count,0.0004844877575907093
Subflow Bwd Bytes,Idle Mean,0.00047979286596607276
Total Length of Bwd Packets,Idle Mean,0.00047964969278081006
Subflow Bwd Bytes,Idle Min,0.0004718085624251869
Total Length of Bwd Packets,Idle Min,0.00047167045994831407
Bwd Header Length,Idle Min,0.0004667676741355078
Flow IAT Min,act_data_pkt_fwd,0.0004649939930871645
Subflow Bwd Bytes,Idle Max,0.00046363597823100006
Total Length of Bwd Packets,Idle Max,0.00046349105794294126
Bwd IAT Mean,min_seg_size_forward,0.0004622609832627911
Fwd Header Length,FIN Flag Count,0.0004535449901119393
FIN Flag Count,Fwd Header Length.1,0.0004535449901119393
Bwd Header Length,Init_Win_bytes_backward,0.0004514886730054696
Bwd IAT Std,Subflow Fwd Packets,0.00044969706468921735
Total Fwd Packets,Bwd IAT Std,0.0004496970646892173
Bwd Header Length,SYN Flag Count,0.0004385668383830156
Fwd PSH Flags,Bwd Header Length,0.0004385668383830156
Total Length of Bwd Packets,Flow IAT Min,0.0004312544504695783
Flow IAT Min,Subflow Bwd Bytes,0.00043125123165155114
ECE Flag Count,Idle Std,0.00042023017566937017
Fwd IAT Max,act_data_pkt_fwd,0.0004133924657499851
RST Flag Count,Idle Std,0.00041269602048569923
Flow Bytes/s,act_data_pkt_fwd,0.0003956140174549319
RST Flag Count,act_data_pkt_fwd,0.00039228788544908694
ECE Flag Count,act_data_pkt_fwd,0.0003908221973393416
Init_Win_bytes_backward,act_data_pkt_fwd,0.0003899846824366393
Flow Bytes/s,Subflow Fwd Packets,0.00038954880151937824
Total Fwd Packets,Flow Bytes/s,0.0003895488015193781
Flow Packets/s,min_seg_size_forward,0.0003860194109198102
act_data_pkt_fwd,Idle Min,0.000376145270424694
Fwd IAT Std,Subflow Fwd Packets,0.00037080875081378493
Total Fwd Packets,Fwd IAT Std,0.00037080875081378477
Total Length of Bwd Packets,Fwd IAT Max,0.000354318798342067
Fwd IAT Max,Subflow Bwd Bytes,0.0003543029004359434
Subflow Bwd Packets,Idle Std,0.00035284323304601595
Total Backward Packets,Idle Std,0.00035284323304601595
Fwd Packets/s,min_seg_size_forward,0.0003403068145845631
Bwd Packet Length Min,min_seg_size_forward,0.00033801112127523984
RST Flag Count,Subflow Fwd Packets,0.00033684987013108433
Total Fwd Packets,RST Flag Count,0.00033684987013108433
Bwd Packets/s,Fwd Header Length.1,0.00033592845735027954
Fwd Header Length,Bwd Packets/s,0.00033592845735027954
Total Fwd Packets,ECE Flag Count,0.00033529806656366977
ECE Flag Count,Subflow Fwd Packets,0.00033529806656366977
Total Backward Packets,Flow Bytes/s,0.00033385873261903177
Flow Bytes/s,Subflow Bwd Packets,0.00033385873261903177
Bwd Packets/s,min_seg_size_forward,0.0003324815292829016
Fwd URG Flags,Subflow Fwd Bytes,0.00032866823226568336
CWE Flag Count,Subflow Fwd Bytes,0.00032866823226568336
Total Length of Fwd Packets,CWE Flag Count,0.00032822977041884003
Total Length of Fwd Packets,Fwd URG Flags,0.00032822977041884003
Bwd Header Length,FIN Flag Count,0.00032329866093282086
Flow IAT Min,Fwd URG Flags,0.00032123098621172403
Flow IAT Min,CWE Flag Count,0.00032123098621172403
Flow Packets/s,Bwd Header Length,0.00031988031857941055
Bwd Header Length,Fwd Packets/s,0.0003165930895464545
Flow Bytes/s,CWE Flag Count,0.0002955686172028123
Flow Bytes/s,Fwd URG Flags,0.0002955686172028123
ECE Flag Count,Active Min,0.0002946447507316991
RST Flag Count,Active Min,0.00028748926463412737
Fwd Packet Length Mean,Subflow Fwd Packets,0.00027833056202500214
Avg Fwd Segment Size,Subflow Fwd Packets,0.00027833056202500214
Total Fwd Packets,Avg Fwd Segment Size,0.000278330562025002
Total Fwd Packets,Fwd Packet Length Mean,0.000278330562025002
Fwd Packets/s,Fwd Header Length.1,0.00026408133875047276
Fwd Header Length,Fwd Packets/s,0.00026408133875047265
Fwd IAT Min,Fwd Header Length,0.0002582371254502301
Fwd IAT Min,Fwd Header Length.1,0.0002582371254502301
Bwd IAT Std,act_data_pkt_fwd,0.0002549248302218038
Total Backward Packets,Bwd IAT Std,0.0002493444765001665
Bwd IAT Std,Subflow Bwd Packets,0.0002493444765001664
Bwd IAT Min,Fwd Header Length,0.00024643936927539156
Bwd IAT Min,Fwd Header Length.1,0.00024643936927539156
Flow IAT Mean,Fwd Header Length.1,0.00023121218367051283
Flow IAT Mean,Fwd Header Length,0.00023121218367051283
min_seg_size_forward,Idle Min,0.00023065070507986417
Fwd IAT Min,min_seg_size_forward,0.00023045778018049664
act_data_pkt_fwd,min_seg_size_forward,0.00022651574575787692
Fwd Packet Length Mean,Bwd Header Length,0.0002162698453319373
Bwd Header Length,Avg Fwd Segment Size,0.0002162698453319372
Fwd Header Length,Idle Min,0.00021479825391518972
Fwd Header Length.1,Idle Min,0.00021479825391518972
Total Backward Packets,RST Flag Count,0.00021221577488984812
RST Flag Count,Subflow Bwd Packets,0.00021221577488984806
Bwd IAT Min,min_seg_size_forward,0.00021206710667006994
ECE Flag Count,Subflow Bwd Packets,0.00021116326071902297
Total Backward Packets,ECE Flag Count,0.00021116326071902295
Fwd IAT Mean,Fwd Header Length.1,0.00020655935765749814
Fwd IAT Mean,Fwd Header Length,0.00020655935765749814
Fwd IAT Std,Fwd Header Length.1,0.00018967064372501496
Fwd IAT Std,Fwd Header Length,0.00018967064372501496
Flow Packets/s,Fwd Header Length,0.00018965964728884734
Flow Packets/s,Fwd Header Length.1,0.00018965964728884734
Subflow Fwd Packets,min_seg_size_forward,0.00018106497832830683
Total Fwd Packets,min_seg_size_forward,0.00018106497832830683
Fwd IAT Mean,min_seg_size_forward,0.00016292964627418922
Fwd Header Length,Subflow Fwd Bytes,0.00015709513984946626
Fwd Header Length.1,Subflow Fwd Bytes,0.00015709513984946626
Total Length of Fwd Packets,Fwd Header Length,0.00015697882270097652
Total Length of Fwd Packets,Fwd Header Length.1,0.00015697882270097652
Bwd IAT Total,Fwd Header Length.1,0.00015029554828346507
Bwd IAT Total,Fwd Header Length,0.00015029554828346507
Flow IAT Min,min_seg_size_forward,0.0001430174885050362
Flow IAT Min,Fwd Header Length,0.00013473654222330138
Flow IAT Min,Fwd Header Length.1,0.00013473654222330138
Flow IAT Mean,min_seg_size_forward,0.0001336411879920523
Fwd Header Length,Idle Mean,0.00012381881034511372
Fwd Header Length.1,Idle Mean,0.00012381881034511372
Fwd Packet Length Mean,min_seg_size_forward,0.00012146483455826729
Avg Fwd Segment Size,min_seg_size_forward,0.00012146483455826729
Fwd IAT Min,Bwd Header Length,0.00012119426866094193
RST Flag Count,Subflow Bwd Bytes,0.00011868498426749965
Total Length of Bwd Packets,RST Flag Count,0.0001186807195672569
ECE Flag Count,Subflow Bwd Bytes,0.00011787791032867664
Total Length of Bwd Packets,ECE Flag Count,0.00011787365080896687
Bwd IAT Min,Bwd Header Length,0.00011601562700642354
Avg Fwd Segment Size,act_data_pkt_fwd,0.00011580875481865613
Fwd Packet Length Mean,act_data_pkt_fwd,0.00011580875481865613
Bwd Header Length,Bwd Packets/s,9.892953225038605e-05
Fwd URG Flags,ECE Flag Count,9.39932917772326e-05
CWE Flag Count,ECE Flag Count,9.39932917772326e-05
RST Flag Count,CWE Flag Count,9.378838240708572e-05
Fwd URG Flags,RST Flag Count,9.37883824070857e-05
Flow IAT Min,Bwd Header Length,8.60250558449596e-05
Flow Bytes/s,min_seg_size_forward,8.031190237466826e-05
Flow Bytes/s,Bwd Header Length,6.921405348479025e-05
CWE Flag Count,Subflow Bwd Packets,6.11682586046716e-05
Fwd URG Flags,Subflow Bwd Packets,6.11682586046716e-05
Total Backward Packets,Fwd URG Flags,6.11682586046716e-05
Total Backward Packets,CWE Flag Count,6.11682586046716e-05
Total Fwd Packets,Fwd URG Flags,5.988987397475902e-05
CWE Flag Count,Subflow Fwd Packets,5.988987397475902e-05
Total Fwd Packets,CWE Flag Count,5.988987397475902e-05
Fwd URG Flags,Subflow Fwd Packets,5.988987397475902e-05
CWE Flag Count,act_data_pkt_fwd,5.059113913208247e-05
Fwd URG Flags,act_data_pkt_fwd,5.059113913208247e-05
ECE Flag Count,min_seg_size_forward,4.502865417978519e-05
RST Flag Count,min_seg_size_forward,4.4930032577458985e-05
ECE Flag Count,Fwd Header Length.1,4.3252776960389294e-05
Fwd Header Length,ECE Flag Count,4.3252776960389294e-05
RST Flag Count,Fwd Header Length.1,4.316916198215508e-05
Fwd Header Length,RST Flag Count,4.316916198215508e-05
Total Length of Bwd Packets,Fwd URG Flags,4.3003383816518906e-05
Total Length of Bwd Packets,CWE Flag Count,4.3003383816518906e-05
CWE Flag Count,Subflow Bwd Bytes,4.3003063244377774e-05
Fwd URG Flags,Subflow Bwd Bytes,4.3003063244377774e-05
Fwd Packet Length Mean,Fwd Header Length,3.9833150003017226e-05
Fwd Header Length,Avg Fwd Segment Size,3.9833150003017226e-05
Avg Fwd Segment Size,Fwd Header Length.1,3.9833150003017226e-05
Fwd Packet Length Mean,Fwd Header Length.1,3.9833150003017226e-05
Flow Bytes/s,Fwd Header Length,3.5747670553345125e-05
Flow Bytes/s,Fwd Header Length.1,3.5747670553345125e-05
Bwd Header Length,ECE Flag Count,3.330955536333827e-05
Bwd Header Length,RST Flag Count,3.3256695587520195e-05
Bwd IAT Mean,Fwd Header Length.1,2.66453271744489e-05
Bwd IAT Mean,Fwd Header Length,2.66453271744489e-05
Total Backward Packets,min_seg_size_forward,2.1413005045984338e-05
Subflow Bwd Packets,min_seg_size_forward,2.1413005045984338e-05
Total Length of Bwd Packets,min_seg_size_forward,2.0414596393863902e-05
Subflow Bwd Bytes,min_seg_size_forward,2.041444025611363e-05
Fwd URG Flags,min_seg_size_forward,1.543612327059407e-05
CWE Flag Count,min_seg_size_forward,1.543612327059407e-05
Fwd Header Length,CWE Flag Count,1.3968430411236278e-05
Fwd URG Flags,Fwd Header Length,1.3968430411236275e-05
CWE Flag Count,Fwd Header Length.1,1.3968430411236275e-05
Fwd URG Flags,Fwd Header Length.1,1.3968430411236275e-05
Flow IAT Std,Fwd Header Length.1,1.0533096437407717e-05
Flow IAT Std,Fwd Header Length,1.0533096437407717e-05
Bwd Header Length,CWE Flag Count,9.453923991703898e-06
Fwd URG Flags,Bwd Header Length,9.453923991703898e-06
Subflow Bwd Bytes,Idle Std,1.4104385342106758e-06
Total Length of Bwd Packets,Idle Std,1.3665913621573442e-06
Destination Port,Destination Port,
Destination Port,Bwd PSH Flags,
Destination Port,Bwd URG Flags,
Destination Port,Fwd Avg Bytes/Bulk,
Destination Port,Fwd Avg Packets/Bulk,
Destination Port,Fwd Avg Bulk Rate,
Destination Port,Bwd Avg Bytes/Bulk,
Destination Port,Bwd Avg Packets/Bulk,
Destination Port,Bwd Avg Bulk Rate,
Flow Duration,Destination Port,
Flow Duration,Flow Duration,
Flow Duration,Bwd PSH Flags,
Flow Duration,Bwd URG Flags,
Flow Duration,Fwd Avg Bytes/Bulk,
Flow Duration,Fwd Avg Packets/Bulk,
Flow Duration,Fwd Avg Bulk Rate,
Flow Duration,Bwd Avg Bytes/Bulk,
Flow Duration,Bwd Avg Packets/Bulk,
Flow Duration,Bwd Avg Bulk Rate,
Total Fwd Packets,Destination Port,
Total Fwd Packets,Flow Duration,
Total Fwd Packets,Total Fwd Packets,
Total Fwd Packets,Bwd PSH Flags,
Total Fwd Packets,Bwd URG Flags,
Total Fwd Packets,Fwd Avg Bytes/Bulk,
Total Fwd Packets,Fwd Avg Packets/Bulk,
Total Fwd Packets,Fwd Avg Bulk Rate,
Total Fwd Packets,Bwd Avg Bytes/Bulk,
Total Fwd Packets,Bwd Avg Packets/Bulk,
Total Fwd Packets,Bwd Avg Bulk Rate,
Total Backward Packets,Destination Port,
Total Backward Packets,Flow Duration,
Total Backward Packets,Total Fwd Packets,
Total Backward Packets,Total Backward Packets,
Total Backward Packets,Bwd PSH Flags,
Total Backward Packets,Bwd URG Flags,
Total Backward Packets,Fwd Avg Bytes/Bulk,
Total Backward Packets,Fwd Avg Packets/Bulk,
Total Backward Packets,Fwd Avg Bulk Rate,
Total Backward Packets,Bwd Avg Bytes/Bulk,
Total Backward Packets,Bwd Avg Packets/Bulk,
Total Backward Packets,Bwd Avg Bulk Rate,
Total Length of Fwd Packets,Destination Port,
Total Length of Fwd Packets,Flow Duration,
Total Length of Fwd Packets,Total Fwd Packets,
Total Length of Fwd Packets,Total Backward Packets,
Total Length of Fwd Packets,Total Length of Fwd Packets,
Total Length of Fwd Packets,Bwd PSH Flags,
Total Length of Fwd Packets,Bwd URG Flags,
Total Length of Fwd Packets,Fwd Avg Bytes/Bulk,
Total Length of Fwd Packets,Fwd Avg Packets/Bulk,
Total Length of Fwd Packets,Fwd Avg Bulk Rate,
Total Length of Fwd Packets,Bwd Avg Bytes/Bulk,
Total Length of Fwd Packets,Bwd Avg Packets/Bulk,
Total Length of Fwd Packets,Bwd Avg Bulk Rate,
Total Length of Bwd Packets,Destination Port,
Total Length of Bwd Packets,Flow Duration,
Total Length of Bwd Packets,Total Fwd Packets,
Total Length of Bwd Packets,Total Backward Packets,
Total Length of Bwd Packets,Total Length of Fwd Packets,
Total Length of Bwd Packets,Total Length of Bwd Packets,
Total Length of Bwd Packets,Bwd PSH Flags,
Total Length of Bwd Packets,Bwd URG Flags,
Total Length of Bwd Packets,Fwd Avg Bytes/Bulk,
Total Length of Bwd Packets,Fwd Avg Packets/Bulk,
Total Length of Bwd Packets,Fwd Avg Bulk Rate,
Total Length of Bwd Packets,Bwd Avg Bytes/Bulk,
Total Length of Bwd Packets,Bwd Avg Packets/Bulk,
Total Length of Bwd Packets,Bwd Avg Bulk Rate,
Fwd Packet Length Max,Destination Port,
Fwd Packet Length Max,Flow Duration,
Fwd Packet Length Max,Total Fwd Packets,
Fwd Packet Length Max,Total Backward Packets,
Fwd Packet Length Max,Total Length of Fwd Packets,
Fwd Packet Length Max,Total Length of Bwd Packets,
Fwd Packet Length Max,Fwd Packet Length Max,
Fwd Packet Length Max,Bwd PSH Flags,
Fwd Packet Length Max,Bwd URG Flags,
Fwd Packet Length Max,Fwd Avg Bytes/Bulk,
Fwd Packet Length Max,Fwd Avg Packets/Bulk,
Fwd Packet Length Max,Fwd Avg Bulk Rate,
Fwd Packet Length Max,Bwd Avg Bytes/Bulk,
Fwd Packet Length Max,Bwd Avg Packets/Bulk,
Fwd Packet Length Max,Bwd Avg Bulk Rate,
Fwd Packet Length Min,Destination Port,
Fwd Packet Length Min,Flow Duration,
Fwd Packet Length Min,Total Fwd Packets,
Fwd Packet Length Min,Total Backward Packets,
Fwd Packet Length Min,Total Length of Fwd Packets,
Fwd Packet Length Min,Total Length of Bwd Packets,
Fwd Packet Length Min,Fwd Packet Length Max,
Fwd Packet Length Min,Fwd Packet Length Min,
Fwd Packet Length Min,Bwd PSH Flags,
Fwd Packet Length Min,Bwd URG Flags,
Fwd Packet Length Min,Fwd Avg Bytes/Bulk,
Fwd Packet Length Min,Fwd Avg Packets/Bulk,
Fwd Packet Length Min,Fwd Avg Bulk Rate,
Fwd Packet Length Min,Bwd Avg Bytes/Bulk,
Fwd Packet Length Min,Bwd Avg Packets/Bulk,
Fwd Packet Length Min,Bwd Avg Bulk Rate,
Fwd Packet Length Mean,Destination Port,
Fwd Packet Length Mean,Flow Duration,
Fwd Packet Length Mean,Total Fwd Packets,
Fwd Packet Length Mean,Total Backward Packets,
Fwd Packet Length Mean,Total Length of Fwd Packets,
Fwd Packet Length Mean,Total Length of Bwd Packets,
Fwd Packet Length Mean,Fwd Packet Length Max,
Fwd Packet Length Mean,Fwd Packet Length Min,
Fwd Packet Length Mean,Fwd Packet Length Mean,
Fwd Packet Length Mean,Bwd PSH Flags,
Fwd Packet Length Mean,Bwd URG Flags,
Fwd Packet Length Mean,Fwd Avg Bytes/Bulk,
Fwd Packet Length Mean,Fwd Avg Packets/Bulk,
Fwd Packet Length Mean,Fwd Avg Bulk Rate,
Fwd Packet Length Mean,Bwd Avg Bytes/Bulk,
Fwd Packet Length Mean,Bwd Avg Packets/Bulk,
Fwd Packet Length Mean,Bwd Avg Bulk Rate,
Fwd Packet Length Std,Destination Port,
Fwd Packet Length Std,Flow Duration,
Fwd Packet Length Std,Total Fwd Packets,
Fwd Packet Length Std,Total Backward Packets,
Fwd Packet Length Std,Total Length of Fwd Packets,
Fwd Packet Length Std,Total Length of Bwd Packets,
Fwd Packet Length Std,Fwd Packet Length Max,
Fwd Packet Length Std,Fwd Packet Length Min,
Fwd Packet Length Std,Fwd Packet Length Mean,
Fwd Packet Length Std,Fwd Packet Length Std,
Fwd Packet Length Std,Bwd PSH Flags,
Fwd Packet Length Std,Bwd URG Flags,
Fwd Packet Length Std,Fwd Avg Bytes/Bulk,
Fwd Packet Length Std,Fwd Avg Packets/Bulk,
Fwd Packet Length Std,Fwd Avg Bulk Rate,
Fwd Packet Length Std,Bwd Avg Bytes/Bulk,
Fwd Packet Length Std,Bwd Avg Packets/Bulk,
Fwd Packet Length Std,Bwd Avg Bulk Rate,
Bwd Packet Length Max,Destination Port,
Bwd Packet Length Max,Flow Duration,
Bwd Packet Length Max,Total Fwd Packets,
Bwd Packet Length Max,Total Backward Packets,
Bwd Packet Length Max,Total Length of Fwd Packets,
Bwd Packet Length Max,Total Length of Bwd Packets,
Bwd Packet Length Max,Fwd Packet Length Max,
Bwd Packet Length Max,Fwd Packet Length Min,
Bwd Packet Length Max,Fwd Packet Length Mean,
Bwd Packet Length Max,Fwd Packet Length Std,
Bwd Packet Length Max,Bwd Packet Length Max,
Bwd Packet Length Max,Bwd PSH Flags,
Bwd Packet Length Max,Bwd URG Flags,
Bwd Packet Length Max,Fwd Avg Bytes/Bulk,
Bwd Packet Length Max,Fwd Avg Packets/Bulk,
Bwd Packet Length Max,Fwd Avg Bulk Rate,
Bwd Packet Length Max,Bwd Avg Bytes/Bulk,
Bwd Packet Length Max,Bwd Avg Packets/Bulk,
Bwd Packet Length Max,Bwd Avg Bulk Rate,
Bwd Packet Length Min,Destination Port,
Bwd Packet Length Min,Flow Duration,
Bwd Packet Length Min,Total Fwd Packets,
Bwd Packet Length Min,Total Backward Packets,
Bwd Packet Length Min,Total Length of Fwd Packets,
Bwd Packet Length Min,Total Length of Bwd Packets,
Bwd Packet Length Min,Fwd Packet Length Max,
Bwd Packet Length Min,Fwd Packet Length Min,
Bwd Packet Length Min,Fwd Packet Length Mean,
Bwd Packet Length Min,Fwd Packet Length Std,
Bwd Packet Length Min,Bwd Packet Length Max,
Bwd Packet Length Min,Bwd Packet Length Min,
Bwd Packet Length Min,Bwd PSH Flags,
Bwd Packet Length Min,Bwd URG Flags,
Bwd Packet Length Min,Fwd Avg Bytes/Bulk,
Bwd Packet Length Min,Fwd Avg Packets/Bulk,
Bwd Packet Length Min,Fwd Avg Bulk Rate,
Bwd Packet Length Min,Bwd Avg Bytes/Bulk,
Bwd Packet Length Min,Bwd Avg Packets/Bulk,
Bwd Packet Length Min,Bwd Avg Bulk Rate,
Bwd Packet Length Mean,Destination Port,
Bwd Packet Length Mean,Flow Duration,
Bwd Packet Length Mean,Total Fwd Packets,
Bwd Packet Length Mean,Total Backward Packets,
Bwd Packet Length Mean,Total Length of Fwd Packets,
Bwd Packet Length Mean,Total Length of Bwd Packets,
Bwd Packet Length Mean,Fwd Packet Length Max,
Bwd Packet Length Mean,Fwd Packet Length Min,
Bwd Packet Length Mean,Fwd Packet Length Mean,
Bwd Packet Length Mean,Fwd Packet Length Std,
Bwd Packet Length Mean,Bwd Packet Length Max,
Bwd Packet Length Mean,Bwd Packet Length Min,
Bwd Packet Length Mean,Bwd Packet Length Mean,
Bwd Packet Length Mean,Bwd PSH Flags,
Bwd Packet Length Mean,Bwd URG Flags,
Bwd Packet Length Mean,Fwd Avg Bytes/Bulk,
Bwd Packet Length Mean,Fwd Avg Packets/Bulk,
Bwd Packet Length Mean,Fwd Avg Bulk Rate,
Bwd Packet Length Mean,Bwd Avg Bytes/Bulk,
Bwd Packet Length Mean,Bwd Avg Packets/Bulk,
Bwd Packet Length Mean,Bwd Avg Bulk Rate,
Bwd Packet Length Std,Destination Port,
Bwd Packet Length Std,Flow Duration,
Bwd Packet Length Std,Total Fwd Packets,
Bwd Packet Length Std,Total Backward Packets,
Bwd Packet Length Std,Total Length of Fwd Packets,
Bwd Packet Length Std,Total Length of Bwd Packets,
Bwd Packet Length Std,Fwd Packet Length Max,
Bwd Packet Length Std,Fwd Packet Length Min,
Bwd Packet Length Std,Fwd Packet Length Mean,
Bwd Packet Length Std,Fwd Packet Length Std,
Bwd Packet Length Std,Bwd Packet Length Max,
Bwd Packet Length Std,Bwd Packet Length Min,
Bwd Packet Length Std,Bwd Packet Length Mean,
Bwd Packet Length Std,Bwd Packet Length Std,
Bwd Packet Length Std,Bwd PSH Flags,
Bwd Packet Length Std,Bwd URG Flags,
Bwd Packet Length Std,Fwd Avg Bytes/Bulk,
Bwd Packet Length Std,Fwd Avg Packets/Bulk,
Bwd Packet Length Std,Fwd Avg Bulk Rate,
Bwd Packet Length Std,Bwd Avg Bytes/Bulk,
Bwd Packet Length Std,Bwd Avg Packets/Bulk,
Bwd Packet Length Std,Bwd Avg Bulk Rate,
Flow Bytes/s,Destination Port,
Flow Bytes/s,Flow Duration,
Flow Bytes/s,Total Fwd Packets,
Flow Bytes/s,Total Backward Packets,
Flow Bytes/s,Total Length of Fwd Packets,
Flow Bytes/s,Total Length of Bwd Packets,
Flow Bytes/s,Fwd Packet Length Max,
Flow Bytes/s,Fwd Packet Length Min,
Flow Bytes/s,Fwd Packet Length Mean,
Flow Bytes/s,Fwd Packet Length Std,
Flow Bytes/s,Bwd Packet Length Max,
Flow Bytes/s,Bwd Packet Length Min,
Flow Bytes/s,Bwd Packet Length Mean,
Flow Bytes/s,Bwd Packet Length Std,
Flow Bytes/s,Flow Bytes/s,
Flow Bytes/s,Bwd PSH Flags,
Flow Bytes/s,Bwd URG Flags,
Flow Bytes/s,Fwd Avg Bytes/Bulk,
Flow Bytes/s,Fwd Avg Packets/Bulk,
Flow Bytes/s,Fwd Avg Bulk Rate,
Flow Bytes/s,Bwd Avg Bytes/Bulk,
Flow Bytes/s,Bwd Avg Packets/Bulk,
Flow Bytes/s,Bwd Avg Bulk Rate,
Flow Packets/s,Destination Port,
Flow Packets/s,Flow Duration,
Flow Packets/s,Total Fwd Packets,
Flow Packets/s,Total Backward Packets,
Flow Packets/s,Total Length of Fwd Packets,
Flow Packets/s,Total Length of Bwd Packets,
Flow Packets/s,Fwd Packet Length Max,
Flow Packets/s,Fwd Packet Length Min,
Flow Packets/s,Fwd Packet Length Mean,
Flow Packets/s,Fwd Packet Length Std,
Flow Packets/s,Bwd Packet Length Max,
Flow Packets/s,Bwd Packet Length Min,
Flow Packets/s,Bwd Packet Length Mean,
Flow Packets/s,Bwd Packet Length Std,
Flow Packets/s,Flow Bytes/s,
Flow Packets/s,Flow Packets/s,
Flow Packets/s,Bwd PSH Flags,
Flow Packets/s,Bwd URG Flags,
Flow Packets/s,Fwd Avg Bytes/Bulk,
Flow Packets/s,Fwd Avg Packets/Bulk,
Flow Packets/s,Fwd Avg Bulk Rate,
Flow Packets/s,Bwd Avg Bytes/Bulk,
Flow Packets/s,Bwd Avg Packets/Bulk,
Flow Packets/s,Bwd Avg Bulk Rate,
Flow IAT Mean,Destination Port,
Flow IAT Mean,Flow Duration,
Flow IAT Mean,Total Fwd Packets,
Flow IAT Mean,Total Backward Packets,
Flow IAT Mean,Total Length of Fwd Packets,
Flow IAT Mean,Total Length of Bwd Packets,
Flow IAT Mean,Fwd Packet Length Max,
Flow IAT Mean,Fwd Packet Length Min,
Flow IAT Mean,Fwd Packet Length Mean,
Flow IAT Mean,Fwd Packet Length Std,
Flow IAT Mean,Bwd Packet Length Max,
Flow IAT Mean,Bwd Packet Length Min,
Flow IAT Mean,Bwd Packet Length Mean,
Flow IAT Mean,Bwd Packet Length Std,
Flow IAT Mean,Flow Bytes/s,
Flow IAT Mean,Flow Packets/s,
Flow IAT Mean,Flow IAT Mean,
Flow IAT Mean,Bwd PSH Flags,
Flow IAT Mean,Bwd URG Flags,
Flow IAT Mean,Fwd Avg Bytes/Bulk,
Flow IAT Mean,Fwd Avg Packets/Bulk,
Flow IAT Mean,Fwd Avg Bulk Rate,
Flow IAT Mean,Bwd Avg Bytes/Bulk,
Flow IAT Mean,Bwd Avg Packets/Bulk,
Flow IAT Mean,Bwd Avg Bulk Rate,
Flow IAT Std,Destination Port,
Flow IAT Std,Flow Duration,
Flow IAT Std,Total Fwd Packets,
Flow IAT Std,Total Backward Packets,
Flow IAT Std,Total Length of Fwd Packets,
Flow IAT Std,Total Length of Bwd Packets,
Flow IAT Std,Fwd Packet Length Max,
Flow IAT Std,Fwd Packet Length Min,
Flow IAT Std,Fwd Packet Length Mean,
Flow IAT Std,Fwd Packet Length Std,
Flow IAT Std,Bwd Packet Length Max,
Flow IAT Std,Bwd Packet Length Min,
Flow IAT Std,Bwd Packet Length Mean,
Flow IAT Std,Bwd Packet Length Std,
Flow IAT Std,Flow Bytes/s,
Flow IAT Std,Flow Packets/s,
Flow IAT Std,Flow IAT Mean,
Flow IAT Std,Flow IAT Std,
Flow IAT Std,Bwd PSH Flags,
Flow IAT Std,Bwd URG Flags,
Flow IAT Std,Fwd Avg Bytes/Bulk,
Flow IAT Std,Fwd Avg Packets/Bulk,
Flow IAT Std,Fwd Avg Bulk Rate,
Flow IAT Std,Bwd Avg Bytes/Bulk,
Flow IAT Std,Bwd Avg Packets/Bulk,
Flow IAT Std,Bwd Avg Bulk Rate,
Flow IAT Max,Destination Port,
Flow IAT Max,Flow Duration,
Flow IAT Max,Total Fwd Packets,
Flow IAT Max,Total Backward Packets,
Flow IAT Max,Total Length of Fwd Packets,
Flow IAT Max,Total Length of Bwd Packets,
Flow IAT Max,Fwd Packet Length Max,
Flow IAT Max,Fwd Packet Length Min,
Flow IAT Max,Fwd Packet Length Mean,
Flow IAT Max,Fwd Packet Length Std,
Flow IAT Max,Bwd Packet Length Max,
Flow IAT Max,Bwd Packet Length Min,
Flow IAT Max,Bwd Packet Length Mean,
Flow IAT Max,Bwd Packet Length Std,
Flow IAT Max,Flow Bytes/s,
Flow IAT Max,Flow Packets/s,
Flow IAT Max,Flow IAT Mean,
Flow IAT Max,Flow IAT Std,
Flow IAT Max,Flow IAT Max,
Flow IAT Max,Bwd PSH Flags,
Flow IAT Max,Bwd URG Flags,
Flow IAT Max,Fwd Avg Bytes/Bulk,
Flow IAT Max,Fwd Avg Packets/Bulk,
Flow IAT Max,Fwd Avg Bulk Rate,
Flow IAT Max,Bwd Avg Bytes/Bulk,
Flow IAT Max,Bwd Avg Packets/Bulk,
Flow IAT Max,Bwd Avg Bulk Rate,
Flow IAT Min,Destination Port,
Flow IAT Min,Flow Duration,
Flow IAT Min,Total Fwd Packets,
Flow IAT Min,Total Backward Packets,
Flow IAT Min,Total Length of Fwd Packets,
Flow IAT Min,Total Length of Bwd Packets,
Flow IAT Min,Fwd Packet Length Max,
Flow IAT Min,Fwd Packet Length Min,
Flow IAT Min,Fwd Packet Length Mean,
Flow IAT Min,Fwd Packet Length Std,
Flow IAT Min,Bwd Packet Length Max,
Flow IAT Min,Bwd Packet Length Min,
Flow IAT Min,Bwd Packet Length Mean,
Flow IAT Min,Bwd Packet Length Std,
Flow IAT Min,Flow Bytes/s,
