,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Down/Up Ratio,0.02904049257866761,0.16538590631279904,0.0009071324688564805,0.003302402825077424,0.011741946659918982,0.002964232838425786,0.0509658401310045,0.2935530887547661,0.0312836466622215,0.0651510865303623,0.04589680887043284,0.2013150693562097,0.01973605988502741,0.06037337695327516,0.04103895835235572,0.13951929043522932,0.08811691196217501,0.09453301753167744,0.11929388526340037,0.05167127624825505,0.1779176280158024,0.04472704342421946,0.13553931408405878,0.13378961595709804,0.02311053988049863,0.05551673690377605,0.01790222556354307,0.021635730390332814,0.04173281721118903,0.029550313814414902,0.1506181633106703,,0.004250955091749594,,0.001431373630903473,0.0006564176884491316,0.1659874374524512,0.10080843711471463,0.2013710953801649,0.04833147642906737,0.034464511227463274,0.026595989969312905,0.001545097686281913,0.015868815205668692,0.1506181633106703,0.006735581427367329,0.09353523540461413,0.17072933435433865,0.2826464805237546,0.004250955091749594,0.006516853689755286,1.0,0.043257096721819176,0.0312836466622215,0.019736059885027423,0.0014313736309034728,,,,,,,0.0009071324688564805,0.011756738083141514,0.003302402825077424,0.002964206321708162,0.17623048355678103,0.03877573379173973,0.0010665532077026383,0.0008037279287076825,0.033934032939096664,0.0347707178992684,0.050809884355086155,0.02511131735627481,0.10341053958864171,0.056326742219249895,0.10868617708476479,0.09572106805593879
Average Packet Size,0.17462300224276125,0.39362433835085797,0.02184208049568812,0.022271784931052217,0.07587686909269273,0.021142162108218166,0.32157118931304507,0.039178534951589995,0.2990586575152526,0.32135733976105324,0.8737777565757274,0.1619506526605438,0.9150858620031009,0.8490915966558449,0.08259505143050123,0.10819592286187063,0.1665041209354909,0.39788119020478924,0.48842629725741477,0.02934538429907345,0.38971251032355286,0.1719583455548626,0.5150113851914087,0.4846524401363286,0.048818984982966024,0.18493849689575387,0.031336067094682396,0.2762122973352573,0.2436712846852391,0.04649568595043357,0.06635722575581712,,0.0034828901984557776,,0.0011737090636384489,0.0011663899034359594,0.09501903698298066,0.09467983293104519,0.1844294036554155,0.9116022957398678,0.9978220426502725,0.9430665347957611,0.8166684288619035,0.20962169570306852,0.06635722575581712,0.007159716664190821,0.2723872407127827,0.08656204510102573,0.16686213152993692,0.0034828901984557776,0.007138322182465236,0.043257096721819176,1.0,0.2990586575152526,0.9150858620031008,0.0011737090636384489,,,,,,,0.02184208049568812,0.07597746706492199,0.022271784931052217,0.021142130993740665,0.1138609729134876,0.0836592005815183,0.016892227448476307,0.001172646083624281,0.07556640547757495,0.04436224898175656,0.07827725332857523,0.06959304196864738,0.48469618696214084,0.14610766179628448,0.48955841054686255,0.46900055475132674
Avg Fwd Segment Size,0.1368550329413118,0.13349101140140696,0.000278330562025002,0.0006317634721582734,0.18503380796534374,0.0016726607674291446,0.8889407708388861,0.24412333543573164,1.0,0.8977110175888655,0.003250852894819906,0.03941876405018379,0.014035455800225366,0.006217826857095858,0.0864587878182693,0.0423262425610993,0.046005729710189534,0.1112691691211179,0.14129217599637317,0.012137863579136597,0.1300516759279799,0.06382352441485488,0.16303510415601952,0.14478474068235095,0.01161604426565659,0.168711260382083,0.05959963091729317,0.2326671842319589,0.22297499185114752,0.009477771220556132,0.06231659987644684,,0.0018374485040952334,,3.9833150003017226e-05,0.0002162698453319372,0.03546101770058512,0.04586158412496508,0.006941655411321337,0.28706935007404105,0.29702237017932476,0.2790283824439373,0.21137149855600085,0.01508641148263211,0.06231659987644684,0.012867265445124685,0.09059923564617232,0.0060895458409637344,0.05023096049276172,0.0018374485040952334,0.012978754101172538,0.0312836466622215,0.2990586575152526,1.0,0.014035455800225373,3.9833150003017226e-05,,,,,,,0.00027833056202500214,0.1852771627517845,0.0006317634721582733,0.0016726352672650805,0.0463566567117113,0.01512269826994722,0.00011580875481865613,0.00012146483455826729,0.09035555847546538,0.05395670972676157,0.09033179590593741,0.07887600532359304,0.11945298145409915,0.17684033820097259,0.14012805391972907,0.09557877367019119
Avg Bwd Segment Size,0.24082529078931283,0.44743868437459855,0.021099094201727897,0.021224000640612774,0.016280631809127883,0.020533189013310197,0.06335881381287556,0.11362156523815437,0.014035455800225373,0.05578907661743354,0.9581225284860538,0.17229353977988843,1.0,0.9406744176184051,0.02606244251351541,0.12389619684563019,0.20345759821864293,0.4684033456800744,0.567730794778092,0.030048529270137132,0.44424781870156277,0.19528306779272672,0.5855647944555292,0.5631209723586769,0.05085694803136146,0.14620388996950698,0.015278842309193895,0.22538517510269496,0.19114339262800797,0.048409369195659954,0.11051980360495459,,0.0030525620306703144,,0.001381487111890185,0.0011272095144643037,0.11323367816509923,0.08565400809754153,0.22620828021936654,0.9029253122769568,0.9207715339558611,0.9180915464771472,0.7930752557760551,0.21619199927890795,0.11051980360495459,0.005542674743234677,0.2283980049788015,0.036479915544225396,0.17962125669556414,0.0030525620306703144,0.0054927530993877935,0.019736059885027423,0.9150858620031008,0.014035455800225373,1.0,0.0013814871118901849,,,,,,,0.021099094201727897,0.016303285995475824,0.021224000640612778,0.020533160573536813,0.10116867384203701,0.07968092009079189,0.01610711319151255,0.0013210291749034522,0.06954325846425996,0.027224559413228277,0.06481343457404823,0.0702512348154518,0.5648504517118412,0.16649372760799908,0.5697987731318002,0.547236927205373
Fwd Header Length.1,0.0008063328384781615,0.0005829239773347625,0.0043925325808740374,0.004638933408358881,0.00015697882270097652,0.004621330828944125,0.0005749346561425889,0.001318324471347982,3.9833150003017226e-05,0.0005984893833799006,0.0012957545453616832,0.0007250222176683468,0.0013814871118901849,0.0011139728578357909,3.5747670553345125e-05,0.00018965964728884734,0.00023121218367051283,1.0533096437407717e-05,0.0004938169085901777,0.00013473654222330138,0.0006096563252873966,0.00020655935765749814,0.00018967064372501496,0.0005102975002687558,0.0002582371254502301,0.00015029554828346507,2.66453271744489e-05,0.0009415096968226438,0.0008409948192372257,0.00024643936927539156,0.0005791162592302116,,1.3968430411236275e-05,,1.0,0.4297115381829874,0.00026408133875047276,0.00033592845735027954,0.003372581641340871,0.0012803126221203555,0.0011314374809184144,0.0012768170917324833,0.000820324010696756,0.0004535449901119393,0.0005791162592302116,4.316916198215508e-05,0.0016904537975492107,0.0017020118173778733,0.000827151515633531,1.3968430411236275e-05,4.3252776960389294e-05,0.0014313736309034728,0.0011737090636384489,3.9833150003017226e-05,0.0013814871118901849,1.0,,,,,,,0.0043925325808740374,0.00015709513984946626,0.004638933408358882,0.004621303563295973,0.0012887489781721025,0.0006279649908338543,0.003819912579358921,0.8599206179323567,0.005427133419354652,0.00604507589940037,0.0054847268838566,0.002781225070295232,0.00012381881034511372,0.002381406111930771,0.0005165789221671771,0.00021479825391518972
Fwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subflow Fwd Packets,0.0046954144032112875,0.020544392928776512,1.0,0.9990702098257314,0.3655100120621662,0.9969935062541508,0.009047438367883747,0.0032386260084762888,0.00027833056202500214,0.0010837240452757043,0.022527806553913392,0.006059444776411371,0.021099094201727897,0.006006782736215667,0.00038954880151937824,0.0023535924105328463,0.0013977652029565372,0.0009949098999214362,0.001822614161440399,0.000594335739410771,0.02021296536530419,0.0013912578512263237,0.00037080875081378493,0.0013787025040417514,0.0013032800542747312,0.023771935667786265,0.0009055454745069527,0.00044969706468921735,0.0030666648923703453,0.0011571330271156527,0.0018746055407937697,,5.988987397475902e-05,,0.0043925325808740374,0.01375050499087094,0.0021469650807001005,0.0016513930462896136,0.006762981097194232,0.021710113400653396,0.024218525379319292,0.011618331061047633,0.005111102790954476,0.0013515253121803954,0.0018746055407937697,0.00033684987013108433,0.007011269088871094,0.0013681450996539137,0.0038176855128942283,5.988987397475902e-05,0.00033529806656366977,0.0009071324688564805,0.02184208049568812,0.00027833056202500214,0.021099094201727897,0.0043925325808740374,,,,,,,1.0,0.36599209134845195,0.9990702098257314,0.9969873628559397,0.0036993950514406706,0.0006798716477522427,0.8873857929361042,0.00018106497832830683,0.03981173895318416,0.008195764218031676,0.030305201860739872,0.04117693876628204,0.001363992830408182,0.000664119981085481,0.001444424077456209,0.001229633272729313
Subflow Fwd Bytes,0.009479804543179282,0.06342407525914251,0.36599209134845195,0.3599390297514522,0.999999358151046,0.3542619121108584,0.19644174266131262,0.0016632871618015696,0.1852771627517845,0.15901413831172068,0.020596797963694104,0.027826417344681595,0.016303285995475824,0.007508725077623052,0.0022644428940516146,0.011936888876942628,0.002598799012488191,0.012526081238431725,0.0247329700621281,0.003073588322726239,0.06260625086210143,0.004155538422343239,0.021099301934626523,0.024811994136216223,0.006202898876983924,0.07603414061149823,0.006403406462224897,0.034978138744764624,0.04030911235159193,0.0051914520833914604,0.008648099783740489,,0.00032866823226568336,,0.00015709513984946626,0.005029595954539364,0.010689235771866588,0.009383990348344392,0.028395606099686978,0.07474258760165862,0.08132626611723323,0.057269393360071065,0.033754460507421764,0.0059233089612869124,0.008648099783740489,0.004461065671281424,0.04445891076650583,0.0036422059663243026,0.00522826394631125,0.00032866823226568336,0.00445017308516134,0.011756738083141514,0.07597746706492199,0.1852771627517845,0.016303285995475824,0.00015709513984946626,,,,,,,0.36599209134845195,1.0,0.35993902975145226,0.35426853205061737,0.030572161613997107,0.009938142661145956,0.40801007224730446,0.0011932268106600277,0.1004815653055518,0.10281452684463373,0.12582974099984107,0.06779203418310778,0.02048378792522315,0.02638312082181585,0.02390748550787618,0.016497001606435486
Subflow Bwd Packets,0.0043943726799367195,0.019366837110705686,0.9990702098257314,1.0,0.3594569967026174,0.9944296696744146,0.008742509076835513,0.0028197569890611777,0.0006317634721582733,0.0007191918298983032,0.022322079456549494,0.005337707881724593,0.021224000640612778,0.005687254015849334,0.00033385873261903177,0.0023931843910387487,0.0017400035379705598,0.0014623978246687593,0.0013702742911982568,0.000619766112619879,0.019016657075317196,0.0015683977374592796,0.0008943218980686804,0.0009118980971235116,0.0011717208525094482,0.02320020368203001,0.0010591971598440763,0.0002493444765001664,0.0031514472417679155,0.0011111317590927054,0.0016679896386480673,,6.11682586046716e-05,,0.004638933408358882,0.013766293031077247,0.002243888174239181,0.001366863897864616,0.006129563738229382,0.02144824169977786,0.02463857248622423,0.01147711030035567,0.005084359448336261,0.0011958815868046897,0.0016679896386480673,0.00021221577488984806,0.006445593195494995,0.00119794486655748,0.003173384834534881,6.11682586046716e-05,0.00021116326071902297,0.003302402825077424,0.022271784931052217,0.0006317634721582733,0.021224000640612778,0.004638933408358882,,,,,,,0.9990702098257314,0.35993902975145226,1.0,0.9944244918146811,0.003140696517854913,0.0006798663428934885,0.8825656722694825,2.1413005045984338e-05,0.03884374414851962,0.006308222134046746,0.028454203943840347,0.04117749369703982,0.0009860680391906105,0.00035284323304601595,0.0010108388829336086,0.0009056422548206869
Subflow Bwd Bytes,0.00341924682018296,0.015980667544277922,0.9969873628559397,0.9944244918146811,0.35378911515968825,0.9999998601334651,0.006392766171497083,0.0023438399151120776,0.0016726352672650805,0.0007036773649561382,0.021817897565114493,0.004257213687063816,0.020533160573536813,0.005745485054593768,0.000528503022886014,0.0016810505725499345,0.001658726863065973,0.001511205787171734,0.0008060340498770837,0.00043125123165155114,0.01566467626420357,0.0015431529467051857,0.0010477530918993493,0.0003543029004359434,0.0009477557247571342,0.018944530864444857,0.0013201603109675127,0.0006733226869231863,0.0017125520715113758,0.0009324474698408088,0.0016355306497584487,,4.3003063244377774e-05,,0.004621303563295973,0.013691356275067896,0.0015666655187354008,0.0010095273764149874,0.0048830044672330975,0.02069800389495364,0.023292880928465362,0.011007216555057686,0.00571583771550714,0.0008320898646956775,0.0016355306497584487,0.00011868498426749965,0.003759149235477087,0.0023359220800927252,0.0025572726247655,4.3003063244377774e-05,0.00011787791032867664,0.002964206321708162,0.021142130993740665,0.0016726352672650805,0.020533160573536813,0.004621303563295973,,,,,,,0.9969873628559397,0.35426853205061737,0.9944244918146811,1.0,0.001214914429129206,0.0007748648588197035,0.8839855127989452,2.041444025611363e-05,0.03587115047738806,0.003396322233158569,0.024730657443155966,0.03899617725744207,0.00047979286596607276,1.4104385342106758e-06,0.00046363597823100006,0.0004718085624251869
Init_Win_bytes_forward,0.1350560371288382,0.0926810632533835,0.0036993950514406706,0.003140696517854913,0.03053031309097053,0.0012147277434760863,0.15646033706353588,0.14651670034138503,0.0463566567117113,0.13089678917030148,0.10900620777708209,0.29426855455432166,0.10116867384203701,0.08859757811542673,0.01347951189471954,0.056716190210261704,0.007137450851542184,0.07009211029095617,0.047112200410239766,0.07205027965032594,0.0873967945621267,0.03944338109563736,0.059359335598155226,0.05044005881325864,0.026895455030106968,0.13908276969675662,0.0260102189347015,0.01239451272513043,0.0043805083599859716,0.049046004979384196,0.05232456179210351,,0.016517409261337716,,0.0012887489781721025,0.0009994347720121523,0.054398646483284976,0.025408731589076645,0.30875942216954844,0.1108019241126538,0.13109793346841753,0.10395339391582016,0.009963866114068291,0.09103193618949228,0.05232456179210351,0.02072074069005613,0.5724297345389676,0.14666829200808804,0.08547349706989683,0.016517409261337716,0.020639612942761783,0.17623048355678103,0.1138609729134876,0.0463566567117113,0.10116867384203701,0.0012887489781721025,,,,,,,0.0036993950514406706,0.030572161613997107,0.003140696517854913,0.001214914429129206,1.0,0.0923477514563022,0.0007561406343673461,0.0013596193636957658,0.07714198968672535,0.06870429301350643,0.09537979171407003,0.06270006712700338,0.06723277906544328,0.023989045388280394,0.06736131972438679,0.06587921494362499
Init_Win_bytes_backward,0.2053778928649749,0.03536840947907706,0.0006798716477522427,0.0006798663428934885,0.009924781701761068,0.0007748747993010986,0.015837229523088702,0.06992224170956013,0.01512269826994722,0.014231190521851067,0.06551181776087335,0.14427499606935704,0.07968092009079189,0.05966662352810228,0.012271813583656697,0.019856339406198607,0.03439177759015066,0.05047730203096224,0.06134762696748354,0.01390606943629969,0.035961470043727156,0.03992978905665719,0.04504776726962208,0.06185176458072939,0.029558718700815306,0.015289539380479207,0.03376994959195337,0.03510674350505301,0.04440122729808231,0.025165048775534868,0.04438198701984703,,0.0014204702906273176,,0.0006279649908338543,0.0004514886730054696,0.03210865567525653,0.059515874008335835,0.1539472137174972,0.06105208926823142,0.07791380010967788,0.06451885593006028,0.05767580451770025,0.0331536223800474,0.04438198701984703,0.001957121381325873,0.1017076671149631,0.10640328616901523,0.20006835964721342,0.0014204702906273176,0.0019621126073638352,0.03877573379173973,0.0836592005815183,0.01512269826994722,0.07968092009079189,0.0006279649908338543,,,,,,,0.0006798716477522427,0.009938142661145956,0.0006798663428934885,0.0007748648588197035,0.0923477514563022,1.0,0.0003899846824366393,0.0006815056327236947,0.013845947036048517,0.014067732844500845,0.01812904870480886,0.009820639034946952,0.06996068836699003,0.020955824003495896,0.0708427793247099,0.06781317530961443
act_data_pkt_fwd,0.0035740604054457187,0.01570907881546561,0.8873857929361042,0.8825656722694825,0.4074729563039794,0.8839663559108433,0.007324999879609802,0.002291268874876014,0.00011580875481865613,0.0007920659702422593,0.016562239133275848,0.0043024429031450736,0.01610711319151255,0.004265917238997331,0.0003956140174549319,0.0018099647914704123,0.0013285342163550102,0.0012266891772530547,0.0008149451012984536,0.0004649939930871645,0.015410109553011779,0.0012704446305593835,0.0008485665810158982,0.0004133924657499851,0.0009424393500627577,0.0189631839200138,0.000688794368294388,0.0002549248302218038,0.002418530652099332,0.0008103976413067957,0.001985803889907534,,5.059113913208247e-05,,0.003819912579358921,0.01212670247943896,0.0016617877682993908,0.001215422579870911,0.004789454817824957,0.01604886659047173,0.018734796616559905,0.008782908065073723,0.003932650683880161,0.0010779670681317706,0.001985803889907534,0.00039228788544908694,0.004531339276517558,0.0016002455889063095,0.002907799170878476,5.059113913208247e-05,0.0003908221973393416,0.0010665532077026383,0.016892227448476307,0.00011580875481865613,0.01610711319151255,0.003819912579358921,,,,,,,0.8873857929361042,0.40801007224730446,0.8825656722694825,0.8839855127989452,0.0007561406343673461,0.0003899846824366393,1.0,0.00022651574575787692,0.029875664839862082,0.005379034337909809,0.021943456348029015,0.03131441100424005,0.0004889154118673884,0.0006116082731058205,0.0005767177104053409,0.000376145270424694
min_seg_size_forward,0.0010135282768301212,0.001224876646633111,0.00018106497832830683,2.1413005045984338e-05,0.0011916090065493166,2.0414596393863902e-05,0.0006076175997965463,0.0012256044399818421,0.00012146483455826729,0.0006587524551452474,0.0012592279305125402,0.00033801112127523984,0.0013210291749034522,0.0011661524437001423,8.031190237466826e-05,0.0003860194109198102,0.0001336411879920523,0.0006180953852388152,0.0012744254397414022,0.0001430174885050362,0.0012522645635253595,0.00016292964627418922,0.0009622059689048932,0.0012882509627496134,0.00023045778018049664,0.0012349217679191054,0.0004622609832627911,0.002236998541911709,0.0021591606826596565,0.00021206710667006994,0.0006162439063133784,,1.543612327059407e-05,,0.8599206179323567,0.6793529792425188,0.0003403068145845631,0.0003324815292829016,0.0031750249345730733,0.0012724937644056254,0.0011241873293631693,0.0013137058071814737,0.0008561908057840894,0.0004956136522473771,0.0006162439063133784,4.4930032577458985e-05,0.0017790490928081553,0.001832211113697734,0.000914361495651885,1.543612327059407e-05,4.502865417978519e-05,0.0008037279287076825,0.001172646083624281,0.00012146483455826729,0.0013210291749034522,0.8599206179323567,,,,,,,0.00018106497832830683,0.0011932268106600277,2.1413005045984338e-05,2.041444025611363e-05,0.0013596193636957658,0.0006815056327236947,0.00022651574575787692,1.0,0.008783580903183288,0.005764987087845807,0.007288218620037113,0.006804559789767751,0.0007624413234311087,0.0036854941185004656,0.0012967956735139984,0.00023065070507986417
Active Mean,0.041193882955110145,0.1845916177300406,0.03981173895318416,0.03884374414851962,0.1003587559883107,0.03587431136320366,0.12030483487350666,0.03603756955499639,0.09035555847546538,0.10290415618873025,0.06981968573812718,0.07278414625712504,0.06954325846425996,0.05391141028200856,0.0070578916984268695,0.03126571470593535,0.06221201470550863,0.08322542773222144,0.1252667145609702,0.0005737208730674708,0.17973714643938513,0.04018271400380402,0.09057431528804842,0.12239569354243589,0.003920589644876003,0.1425871005121564,0.04285938912873856,0.08648149663676903,0.11712307741790191,0.013219761353871403,0.003275153391388704,,0.0007582094921649942,,0.005427133419354652,0.006915526461481314,0.02835923574102518,0.02270998874588674,0.07544606944337102,0.09182178943644678,0.08491212510040913,0.07363311878600162,0.036302135115090485,0.02253269874562258,0.003275153391388704,0.003073776228779491,0.11845680638298667,0.02757698500537437,0.02577520501660115,0.0007582094921649942,0.003057389284082882,0.033934032939096664,0.07556640547757495,0.09035555847546538,0.06954325846425996,0.005427133419354652,,,,,,,0.03981173895318416,0.1004815653055518,0.03884374414851962,0.03587115047738806,0.07714198968672535,0.013845947036048517,0.029875664839862082,0.008783580903183288,1.0,0.4337143499353437,0.8311561318213995,0.9057398521805647,0.11536787878420003,0.06888169855171804,0.12796129329296765,0.10513225476195272
Active Std,0.04868448817384772,0.23826227660277063,0.008195764218031676,0.006308222134046746,0.10271288285399172,0.003396126517194202,0.0878585641435583,0.03307094908070689,0.05395670972676157,0.06514536016636384,0.03440062470890627,0.06290455798348855,0.027224559413228277,0.0112661796422661,0.005891334186725704,0.025995797995410574,0.017334007223261182,0.024078405259161644,0.04867988136032309,0.006294629562613176,0.23480551215516152,0.009040061637330817,0.028011348837029066,0.04814179247876986,0.013520620378595628,0.2636398857648843,0.06873996637815873,0.09237265243407031,0.10355105425548441,0.022750838447676176,0.006736971189724937,,0.0006303505988421106,,0.00604507589940037,0.00419502634021229,0.02357806617466685,0.018887955523473533,0.06894959953060495,0.04054785569926929,0.05381216834489524,0.026159553767105957,0.012346838571388387,0.02029249426305243,0.006736971189724937,0.007561567460569886,0.1296618209866149,0.05376677805851935,0.03750375098322203,0.0006303505988421106,0.0075370363135762565,0.0347707178992684,0.04436224898175656,0.05395670972676157,0.027224559413228277,0.00604507589940037,,,,,,,0.008195764218031676,0.10281452684463373,0.006308222134046746,0.003396322233158569,0.06870429301350643,0.014067732844500845,0.005379034337909809,0.005764987087845807,0.4337143499353437,1.0,0.7914390981141135,0.03251317046652917,0.03194600035825484,0.0800330412351396,0.0508092450679319,0.018987333207483997
Active Max,0.058776779768449,0.28955721590963657,0.030305201860739872,0.028454203943840347,0.1256932723977158,0.024732599027714578,0.13844672257577867,0.045370507001819396,0.09033179590593741,0.1112483290097155,0.07107943075719668,0.08846156872681205,0.06481343457404823,0.04455298583020546,0.008402180436034773,0.03715000182196491,0.04864308013396707,0.0606194548660714,0.09348716711576024,0.004578100746825058,0.2851566000391494,0.03131386811357158,0.06703471240642174,0.09184112270394695,0.011674293719748782,0.28306407603570005,0.05526308993962508,0.09485484837999376,0.11389281915364476,0.009132169953835569,0.002995583376136366,,0.0009008637692156481,,0.0054847268838566,0.005383595077230969,0.03369571065195711,0.026988133771729112,0.09494955370539154,0.08853138246387365,0.09070685563736312,0.06668460727817566,0.015489923084863076,0.02784443909600723,0.002995583376136366,0.0034392375261377895,0.1641167938897867,0.05435901398076785,0.04136924118378337,0.0009008637692156481,0.003420231223926045,0.050809884355086155,0.07827725332857523,0.09033179590593741,0.06481343457404823,0.0054847268838566,,,,,,,0.030305201860739872,0.12582974099984107,0.028454203943840347,0.024730657443155966,0.09537979171407003,0.01812904870480886,0.021943456348029015,0.007288218620037113,0.8311561318213995,0.7914390981141135,1.0,0.583757933121688,0.0827263063018999,0.06798137747200353,0.09669861502641489,0.07118426571601863
Active Min,0.02759469405013423,0.1169029523076927,0.04117693876628204,0.04117749369703982,0.06770021670462838,0.03899982195462472,0.10265302545731506,0.027933111954257194,0.07887600532359304,0.09131533933682158,0.06828571672359401,0.0577668447022521,0.0702512348154518,0.05850031786022508,0.005659249563100026,0.025108908900152653,0.06323061011327656,0.08254899292735236,0.11671682000676545,0.001777938738343687,0.11290302672220066,0.042311122268809814,0.08912370021785707,0.11384858423810518,0.000759165157181942,0.06669527681365504,0.017915415899374537,0.05735818217613124,0.08474880078893238,0.002129360023169712,0.0019523717091375797,,0.0006089266113657592,,0.002781225070295232,0.005662467914387165,0.022775208183370366,0.018235753929994533,0.05863128768296839,0.09003711079466169,0.07660133803472186,0.07475340526250114,0.04610705760400604,0.017502589067086745,0.0019523717091375797,0.00028748926463412737,0.08856417997584137,0.011661675536276353,0.01450598402382829,0.0006089266113657592,0.0002946447507316991,0.02511131735627481,0.06959304196864738,0.07887600532359304,0.0702512348154518,0.002781225070295232,,,,,,,0.04117693876628204,0.06779203418310778,0.04117749369703982,0.03899617725744207,0.06270006712700338,0.009820639034946952,0.03131441100424005,0.006804559789767751,0.9057398521805647,0.03251317046652917,0.583757933121688,1.0,0.1144352781747231,0.03688496706827021,0.11895484285693449,0.10924446942245003
Idle Mean,0.12954711777709818,0.763753077160589,0.001363992830408182,0.0009860680391906105,0.02045631731942164,0.00047964969278081006,0.17096424709425806,0.07790747508968526,0.11945298145409915,0.17387992546058453,0.5687432293596221,0.17297563528812246,0.5648504517118412,0.5395923657096466,0.019990673396613614,0.0881529082830067,0.6064861749625113,0.9305163969033126,0.979825652981891,0.027629262230655847,0.7642640583748057,0.6590976048065643,0.9030558757556626,0.9781959680845662,0.2968196704134645,0.43553235922761596,0.4573528700057877,0.5436177377031991,0.6451228558766575,0.309324473334898,0.02963548472820287,,0.0021374895341210133,,0.00012381881034511372,0.001090164638741225,0.07995329841078434,0.06405481236143379,0.1695157975790834,0.5765742094098449,0.4983594704623519,0.538095436952456,0.38636364936988205,0.3549490924305099,0.02963548472820287,0.005423466908929355,0.08904343260516498,0.1520703348364492,0.09305812073866702,0.0021374895341210133,0.005438966429098231,0.10341053958864171,0.48469618696214084,0.11945298145409915,0.5648504517118412,0.00012381881034511372,,,,,,,0.001363992830408182,0.02048378792522315,0.0009860680391906105,0.00047979286596607276,0.06723277906544328,0.06996068836699003,0.0004889154118673884,0.0007624413234311087,0.11536787878420003,0.03194600035825484,0.0827263063018999,0.1144352781747231,1.0,0.14646000421020455,0.9902242712942885,0.990067972424725
Idle Std,0.006369948447210603,0.24011384921746906,0.000664119981085481,0.00035284323304601595,0.026349977575324954,1.3665913621573442e-06,0.17524220552188013,0.03224617069506325,0.17684033820097259,0.18862992073205928,0.16669437289042788,0.05987138921065885,0.16649372760799908,0.1743878479772889,0.006171829687059809,0.02721533432089186,0.1402887235110549,0.231576135377886,0.2776352850298316,0.005355829859536671,0.23949278032748048,0.12236809917187355,0.2763749834196964,0.2831004991738261,0.0059696861830314234,0.11362114781880317,0.07540134554039084,0.15892402113994822,0.16726942024693228,0.024995392663170902,0.017492210592383692,,0.0006599040725802417,,0.002381406111930771,0.00455169861762622,0.024683872417019904,0.019775594744521566,0.06619182785589024,0.22170501797158798,0.1514179450105112,0.20076113561009842,0.16812482860978328,0.010023427659240667,0.017492210592383692,0.00041269602048569923,0.028713658171779063,0.10197190648932017,0.023537230270668327,0.0006599040725802417,0.00042023017566937017,0.056326742219249895,0.14610766179628448,0.17684033820097259,0.16649372760799908,0.002381406111930771,,,,,,,0.000664119981085481,0.02638312082181585,0.00035284323304601595,1.4104385342106758e-06,0.023989045388280394,0.020955824003495896,0.0006116082731058205,0.0036854941185004656,0.06888169855171804,0.0800330412351396,0.06798137747200353,0.03688496706827021,0.14646000421020455,1.0,0.2807586425673272,0.006731921601663279
